fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Tipo Vinho
6.8;0.32;0.34;6.0;0.05;9.0;129.0;0.9953;3.19;0.4;9.1;5.0;White
6.7;0.24;0.33;12.3;0.046;31.0;145.0;0.9983;3.36;0.4;9.5;5.0;White
7.4;0.18;0.36;13.0;0.056;54.0;163.0;0.9984;3.42;0.37;9.1;6.0;White
6.0;0.18;0.3;6.7;0.043;43.0;153.0;0.9951;3.42;0.46;10.6;5.0;White
6.7;0.24;0.33;12.3;0.046;31.0;145.0;0.9983;3.36;0.4;9.5;5.0;White
6.8;0.28;0.35;2.3;0.042;16.0;85.0;0.9906699999999999;3.19;0.56;12.3;6.0;White
6.2;0.34;0.3;11.1;0.047;28.0;188.0;0.9981;3.18;0.49;9.1;5.0;White
6.0;0.27;0.15;1.5;0.056;35.0;128.0;0.9936;3.12;0.45;9.1;5.0;White
6.0;0.18;0.3;6.7;0.043;43.0;153.0;0.9951;3.42;0.46;10.6;5.0;White
6.8;0.32;0.34;6.0;0.05;9.0;129.0;0.9953;3.19;0.4;9.1;5.0;White
8.5;0.24;0.47;13.0;0.057;40.0;188.0;0.9984;3.02;0.66;9.1;5.0;White
8.1;0.24;0.33;10.2;0.048;46.0;141.0;0.9972;3.16;0.48;10.3;6.0;White
7.4;0.18;0.36;13.0;0.056;54.0;163.0;0.9984;3.42;0.37;9.1;6.0;White
7.7;0.23;0.31;10.7;0.038;54.0;186.0;0.9969;3.12;0.55;9.5;6.0;White
6.5;0.22;0.25;13.0;0.05;44.0;138.0;0.9984;3.3;0.37;9.1;5.0;White
6.5;0.22;0.25;13.0;0.05;44.0;138.0;0.9984;3.3;0.37;9.1;5.0;White
6.5;0.22;0.25;13.0;0.05;44.0;138.0;0.9984;3.3;0.37;9.1;5.0;White
6.0;0.33;0.15;1.9;0.05;20.0;93.0;0.9934;3.38;0.62;9.9;5.0;White
7.7;0.23;0.31;10.7;0.038;54.0;186.0;0.9969;3.12;0.55;9.5;6.0;White
6.5;0.22;0.25;13.0;0.05;44.0;138.0;0.9984;3.3;0.37;9.1;5.0;White
6.8;0.2;0.27;1.3;0.034;19.0;68.0;0.9906699999999999;3.14;0.37;11.7;5.0;White
7.7;0.26;0.32;1.3;0.04;26.0;117.0;0.993;3.21;0.56;10.8;5.0;White
6.4;0.2;0.32;3.1;0.041;18.0;126.0;0.9914;3.42;0.42;12.0;6.0;White
8.0;0.18;0.36;1.5;0.033;14.0;122.0;0.9941;3.2;0.39;10.3;5.0;White
6.8;0.25;0.27;10.7;0.076;47.0;154.0;0.9967;3.05;0.38;9.1;5.0;White
7.7;0.39;0.28;4.9;0.035;36.0;109.0;0.9918;3.19;0.58;12.2;7.0;White
6.9;0.26;0.33;12.6;0.051;54.0;173.0;0.998;3.39;0.38;9.9;5.0;White
6.8;0.25;0.27;10.7;0.076;47.0;154.0;0.9967;3.05;0.38;9.1;5.0;White
7.7;0.39;0.28;4.9;0.035;36.0;109.0;0.9918;3.19;0.58;12.2;7.0;White
6.0;0.28;0.22;12.15;0.048;42.0;163.0;0.9957;3.2;0.46;10.1;5.0;White
6.5;0.43;0.28;12.0;0.056;23.0;174.0;0.9984;3.31;0.55;9.3;5.0;White
8.8;0.33;0.38;1.7;0.062;50.5;188.0;0.9958;3.1;0.7;9.5;5.0;White
6.0;0.5;0.14;2.6;0.054000000000000006;36.0;146.0;0.9948;3.42;0.5;9.2;6.0;White
6.8;0.28;0.39;1.4;0.036000000000000004;15.0;115.0;0.9918;3.27;0.72;11.7;5.0;White
7.0;0.35;0.24;1.9;0.04;21.0;144.0;0.9923;3.35;0.38;11.0;5.0;White
7.1;0.22;0.32;13.0;0.056;49.0;158.0;0.9984;3.37;0.38;9.6;6.0;White
7.1;0.22;0.32;13.0;0.056;49.0;158.0;0.9984;3.37;0.38;9.6;6.0;White
8.3;0.24;0.27;2.1;0.031;22.0;162.0;0.9914;3.02;0.68;11.9;6.0;White
6.8;0.26;0.32;7.0;0.041;38.0;118.0;0.9939;3.25;0.52;10.8;6.0;White
7.2;0.18;0.26;7.1;0.054000000000000006;41.0;188.0;0.9966;3.38;0.55;10.1;5.0;White
7.9;0.18;0.36;5.9;0.058;31.0;132.0;0.995;3.25;0.52;10.9;6.0;White
7.2;0.18;0.26;7.1;0.054000000000000006;41.0;188.0;0.9966;3.38;0.55;10.1;5.0;White
6.0;0.24;0.32;8.7;0.06;19.0;102.0;0.994;3.27;0.37;10.4;5.0;White
7.1;0.33;0.49;13.0;0.056;12.0;105.0;0.9972;3.05;0.39;9.2;5.0;White
7.7;0.28;0.35;13.0;0.056;31.0;117.0;0.9984;3.27;0.5;9.6;5.0;White
7.7;0.28;0.35;13.0;0.056;31.0;117.0;0.9984;3.27;0.5;9.6;5.0;White
7.5;0.26;0.49;13.0;0.047;54.0;179.0;0.9982;3.1;0.46;9.1;5.0;White
6.5;0.18;0.32;2.7;0.037000000000000005;18.0;89.0;0.9924;3.4;0.72;11.5;7.0;White
8.2;0.21;0.32;10.65;0.053;53.0;145.0;0.9972;3.17;0.48;10.2;6.0;White
7.2;0.2;0.31;10.0;0.054000000000000006;49.0;165.0;0.997;3.4;0.42;9.9;6.0;White
7.2;0.18;0.3;6.8;0.056;26.0;105.0;0.9954;3.42;0.4;9.6;6.0;White
6.4;0.29;0.2;13.0;0.04;20.0;142.0;0.9962;3.1;0.54;10.6;5.0;White
7.1;0.33;0.49;13.0;0.056;12.0;105.0;0.9972;3.05;0.39;9.2;5.0;White
6.8;0.24;0.34;5.1;0.038;31.0;99.0;0.9921;3.24;0.46;11.8;6.0;White
7.0;0.24;0.34;3.0;0.035;36.0;102.0;0.9906699999999999;3.18;0.43;12.2;6.0;White
7.7;0.28;0.35;13.0;0.056;31.0;117.0;0.9984;3.27;0.5;9.6;5.0;White
7.0;0.22;0.33;2.1;0.052000000000000005;15.0;76.0;0.993;3.2;0.41;10.6;6.0;White
7.5;0.18;0.39;1.9;0.054000000000000006;23.0;91.0;0.9941;3.27;0.45;10.3;6.0;White
8.8;0.59;0.45;8.6;0.052000000000000005;34.0;187.0;0.9984;3.12;0.59;10.2;5.0;White
7.8;0.29;0.33;8.75;0.035;33.0;181.0;0.9962;3.11;0.46;10.7;5.0;White
7.9;0.28;0.32;3.6;0.038;9.0;76.0;0.992;3.05;0.37;11.7;5.0;White
8.5;0.25;0.27;4.7;0.031;31.0;92.0;0.9922;3.02;0.37;12.0;6.0;White
7.4;0.18;0.27;1.3;0.048;26.0;105.0;0.994;3.42;0.66;10.6;6.0;White
6.3;0.24;0.37;1.8;0.031;9.0;61.0;0.9906699999999999;3.3;0.37;12.2;5.0;White
6.0;0.33;0.38;9.7;0.04;29.0;124.0;0.9954;3.42;0.48;11.0;6.0;White
6.8;0.37;0.28;4.0;0.031;29.0;79.0;0.9906699999999999;3.23;0.46;12.3;7.0;White
8.8;0.49;0.23;2.4;0.086;19.0;115.0;0.9948;3.02;0.44;9.4;6.0;White
8.5;0.25;0.27;4.7;0.031;31.0;92.0;0.9922;3.02;0.37;12.0;6.0;White
8.4;0.22;0.28;13.0;0.031;54.0;130.0;0.998;3.02;0.37;11.6;5.0;White
7.0;0.35;0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;5.0;White
7.0;0.35;0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;5.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
6.9;0.32;0.14;7.8;0.042;11.0;117.0;0.996;3.23;0.37;9.2;5.0;White
7.6;0.32;0.49;13.0;0.05;43.0;163.0;0.9984;3.15;0.54;9.2;5.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
7.4;0.19;0.3;12.8;0.053;48.5;188.0;0.9984;3.14;0.49;9.1;7.0;White
6.9;0.32;0.14;7.8;0.042;11.0;117.0;0.996;3.23;0.37;9.2;5.0;White
6.0;0.34;0.24;5.4;0.06;23.0;126.0;0.9951;3.25;0.44;9.1;7.0;White
7.6;0.32;0.49;13.0;0.05;43.0;163.0;0.9984;3.15;0.54;9.2;5.0;White
7.7;0.24;0.31;1.3;0.047;33.0;106.0;0.993;3.22;0.55;10.8;6.0;White
8.0;0.36;0.43;10.1;0.053;29.0;146.0;0.9982;3.4;0.46;9.5;6.0;White
7.4;0.29;0.25;3.8;0.044;30.0;114.0;0.992;3.11;0.4;11.0;6.0;White
6.6;0.32;0.27;10.9;0.041;37.0;146.0;0.9963;3.24;0.47;10.0;5.0;White
6.3;0.3;0.24;6.6;0.04;38.0;141.0;0.995;3.22;0.47;9.5;5.0;White
6.4;0.33;0.24;9.8;0.041;29.0;109.0;0.9956;3.29;0.47;10.1;6.0;White
7.5;0.18;0.31;11.7;0.051;24.0;94.0;0.997;3.19;0.44;9.5;7.0;White
6.5;0.39;0.49;1.3;0.086;14.0;74.0;0.9936;3.08;0.53;9.5;5.0;White
6.8;0.25;0.18;1.4;0.056;13.0;137.0;0.9935;3.11;0.42;9.5;5.0;White
6.4;0.18;0.32;9.6;0.052000000000000005;24.0;90.0;0.9963;3.35;0.49;9.4;6.0;White
7.1;0.18;0.32;12.2;0.048;36.0;125.0;0.9967;3.02;0.54;9.4;6.0;White
7.6;0.27;0.42;2.6;0.044;29.0;110.0;0.9912;3.31;0.51;12.3;6.0;White
8.8;0.23;0.35;10.7;0.037000000000000005;34.0;145.0;0.9981;3.09;0.37;9.7;5.0;White
7.9;0.28;0.41;4.9;0.058;31.0;153.0;0.9966;3.27;0.51;9.7;6.0;White
7.1;0.18;0.32;12.2;0.048;36.0;125.0;0.9967;3.02;0.54;9.4;6.0;White
6.4;0.18;0.32;9.6;0.052000000000000005;24.0;90.0;0.9963;3.35;0.49;9.4;6.0;White
6.8;0.25;0.18;1.4;0.056;13.0;137.0;0.9935;3.11;0.42;9.5;5.0;White
7.0;0.22;0.26;1.3;0.037000000000000005;20.0;71.0;0.9906699999999999;3.1;0.38;11.7;6.0;White
7.3;0.18;0.29;1.3;0.036000000000000004;26.0;101.0;0.9906699999999999;3.09;0.37;11.7;6.0;White
7.1;0.26;0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5.0;White
6.6;0.25;0.42;11.3;0.049;54.0;188.0;0.9966;3.24;0.52;9.5;6.0;White
6.4;0.24;0.23;7.3;0.069;31.0;157.0;0.9962;3.25;0.53;9.1;5.0;White
6.0;0.28;0.27;2.3;0.051;23.0;147.0;0.994;3.23;0.67;10.3;6.0;White
7.1;0.26;0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5.0;White
7.8;0.24;0.38;2.1;0.058;14.0;167.0;0.994;3.21;0.55;9.9;5.0;White
7.6;0.27;0.33;2.0;0.059;19.0;175.0;0.9944;3.22;0.56;9.9;5.0;White
7.7;0.39;0.34;10.0;0.056;35.0;178.0;0.9974;3.26;0.6;10.2;5.0;White
8.8;0.24;0.33;13.0;0.035;16.0;132.0;0.996;3.02;0.37;12.1;6.0;White
6.6;0.23;0.24;3.9;0.045;36.0;138.0;0.9922;3.15;0.64;11.3;7.0;White
7.1;0.26;0.3;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;5.0;White
7.0;0.32;0.35;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;12.2;6.0;White
7.4;0.24;0.26;1.6;0.058;53.0;150.0;0.9936;3.18;0.5;9.9;7.0;White
6.9;0.21;0.33;1.4;0.056;35.0;136.0;0.9938;3.42;0.72;10.3;6.0;White
7.0;0.32;0.35;1.5;0.039;24.0;125.0;0.9918;3.17;0.64;12.2;6.0;White
7.4;0.18;0.29;1.4;0.047;23.0;107.0;0.9939;3.42;0.65;10.4;6.0;White
7.1;0.26;0.3;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;5.0;White
8.5;0.28;0.34;13.0;0.041;32.0;161.0;0.9981;3.13;0.4;9.9;6.0;White
7.8;0.3;0.37;1.3;0.051;16.0;96.0;0.9941;3.32;0.62;10.0;5.0;White
8.1;0.25;0.38;3.8;0.051;18.0;129.0;0.9928;3.21;0.38;11.5;6.0;White
7.7;0.28;0.29;6.9;0.041;29.0;163.0;0.9952;3.42;0.6;10.5;6.0;White
6.5;0.24;0.36;2.2;0.031;36.0;134.0;0.9906699999999999;3.28;0.37;12.3;7.0;White
7.0;0.22;0.32;1.6;0.045;40.0;120.0;0.9914;3.02;0.44;10.5;6.0;White
8.5;0.28;0.34;13.0;0.041;32.0;161.0;0.9981;3.13;0.4;9.9;6.0;White
8.0;0.45;0.28;10.8;0.051;25.0;157.0;0.9957;3.06;0.47;11.4;7.0;White
6.9;0.23;0.33;12.8;0.056;44.0;169.0;0.998;3.42;0.42;9.8;6.0;White
8.0;0.45;0.28;10.8;0.051;25.0;157.0;0.9957;3.06;0.47;11.4;7.0;White
7.6;0.23;0.26;13.0;0.067;32.0;166.0;0.9984;3.03;0.44;9.2;5.0;White
7.7;0.28;0.49;12.1;0.046;54.0;177.0;0.9983;3.08;0.46;9.1;5.0;White
7.7;0.27;0.49;12.0;0.046;54.0;179.0;0.9982;3.07;0.46;9.1;5.0;White
7.1;0.2;0.36;11.6;0.042;45.0;124.0;0.997;3.02;0.59;9.5;7.0;White
6.9;0.25;0.35;9.2;0.034;42.0;150.0;0.9947;3.21;0.37;11.5;6.0;White
7.1;0.2;0.36;11.6;0.042;45.0;124.0;0.997;3.02;0.59;9.5;7.0;White
6.9;0.25;0.35;9.2;0.034;42.0;150.0;0.9947;3.21;0.37;11.5;6.0;White
8.4;0.2;0.31;2.8;0.054000000000000006;16.0;89.0;0.99416;3.02;0.45;9.5;6.0;White
6.5;0.39;0.35;1.6;0.049;10.0;164.0;0.99516;3.35;0.51;9.7;5.0;White
7.2;0.23;0.38;6.1;0.067;20.0;90.0;0.99496;3.17;0.72;9.7;5.0;White
6.9;0.44;0.42;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;9.5;6.0;White
7.1;0.28;0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;5.0;White
6.4;0.34;0.2;13.0;0.06;37.0;162.0;0.9983;3.13;0.45;9.1;5.0;White
6.1;0.18;0.29;6.2;0.046;39.0;151.0;0.99471;3.42;0.44;10.6;6.0;White
6.9;0.44;0.42;8.5;0.048;10.0;147.0;0.9974;3.32;0.46;9.5;6.0;White
7.2;0.29;0.18;8.2;0.042;41.0;180.0;0.99644;3.16;0.49;9.1;5.0;White
7.1;0.28;0.19;7.8;0.04;48.0;184.0;0.99579;3.16;0.5;9.4;5.0;White
6.1;0.23;0.45;10.6;0.086;49.0;169.0;0.99699;3.05;0.54;9.1;5.0;White
6.7;0.23;0.42;11.2;0.047;52.0;171.0;0.99758;3.42;0.72;10.4;5.0;White
7.0;0.36;0.14;11.6;0.043;35.0;188.0;0.9977;3.13;0.51;9.1;5.0;White
7.5;0.31;0.24;7.1;0.031;28.0;141.0;0.99397;3.16;0.38;10.6;7.0;White
6.4;0.34;0.2;13.0;0.06;37.0;162.0;0.9983;3.13;0.45;9.1;5.0;White
6.1;0.18;0.29;6.2;0.046;39.0;151.0;0.99471;3.42;0.44;10.6;6.0;White
7.4;0.2;0.29;1.7;0.047;16.0;100.0;0.99243;3.28;0.45;10.6;6.0;White
6.3;0.27;0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.1;5.0;White
8.8;0.34;0.49;13.0;0.06;46.0;188.0;0.9984;3.08;0.61;9.1;6.0;White
7.4;0.18;0.29;1.4;0.042;34.0;101.0;0.99384;3.42;0.6;10.5;7.0;White
7.2;0.29;0.2;7.7;0.046;51.0;174.0;0.99582;3.16;0.52;9.5;5.0;White
6.3;0.27;0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.1;5.0;White
6.2;0.26;0.19;3.4;0.049;47.0;172.0;0.9924;3.14;0.43;10.4;6.0;White
7.3;0.21;0.21;1.6;0.046;35.0;133.0;0.99466;3.38;0.46;10.0;6.0;White
7.1;0.18;0.35;1.4;0.039;24.0;128.0;0.99212;3.02;0.68;10.4;5.0;White
7.2;0.39;0.49;1.4;0.086;34.0;132.0;0.99449;3.11;0.53;9.1;6.0;White
7.6;0.48;0.28;10.4;0.049;54.0;188.0;0.99748;3.24;0.45;9.3;5.0;White
7.2;0.39;0.49;1.4;0.086;34.0;132.0;0.99449;3.11;0.53;9.1;6.0;White
7.6;0.48;0.28;10.4;0.049;54.0;188.0;0.99748;3.24;0.45;9.3;5.0;White
6.5;0.36;0.31;4.1;0.061;20.0;134.0;0.99475;3.18;0.45;9.1;6.0;White
8.5;0.25;0.31;2.8;0.032;11.0;61.0;0.99189;3.06;0.44;11.5;6.0;White
6.9;0.3;0.21;13.0;0.056;49.0;159.0;0.99827;3.11;0.48;9.1;5.0;White
6.6;0.19;0.43;10.9;0.045;53.0;154.0;0.99752;3.42;0.72;10.4;6.0;White
6.9;0.3;0.21;13.0;0.056;49.0;159.0;0.99827;3.11;0.48;9.1;5.0;White
8.8;0.42;0.32;6.5;0.031;20.0;167.0;0.99479;3.08;0.43;10.6;5.0;White
6.6;0.19;0.43;10.9;0.045;53.0;154.0;0.99752;3.42;0.72;10.4;6.0;White
6.3;0.2;0.3;5.9;0.034;35.0;152.0;0.99642;3.42;0.4;9.1;6.0;White
8.5;0.19;0.49;13.0;0.055;47.0;169.0;0.9984;3.07;0.67;9.3;6.0;White
7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.42;0.66;10.5;7.0;White
6.7;0.25;0.26;13.0;0.06;50.0;156.0;0.99784;3.39;0.46;9.9;6.0;White
6.2;0.25;0.28;8.5;0.035;28.0;108.0;0.99486;3.4;0.42;10.4;6.0;White
6.1;0.46;0.32;6.2;0.053;10.0;94.0;0.99537;3.35;0.47;10.1;5.0;White
7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.42;0.66;10.5;7.0;White
7.5;0.29;0.26;13.0;0.067;47.0;178.0;0.99838;3.04;0.49;9.2;5.0;White
6.7;0.31;0.18;7.7;0.043;54.0;188.0;0.99566;3.17;0.44;9.4;6.0;White
7.4;0.18;0.3;1.3;0.033;25.0;91.0;0.99268;3.42;0.39;10.6;6.0;White
6.7;0.31;0.18;7.7;0.043;54.0;188.0;0.99566;3.17;0.44;9.4;6.0;White
7.1;0.4;0.49;1.3;0.086;45.0;149.0;0.99468;3.08;0.56;9.1;5.0;White
6.4;0.18;0.25;1.3;0.047;20.0;77.0;0.9933;3.42;0.54;10.2;6.0;White
6.3;0.18;0.22;1.3;0.046;18.0;66.0;0.99307;3.42;0.55;10.3;6.0;White
7.4;0.33;0.26;13.0;0.049;54.0;188.0;0.9984;3.06;0.68;9.5;5.0;White
7.4;0.33;0.26;13.0;0.049;54.0;188.0;0.9984;3.06;0.68;9.5;5.0;White
7.4;0.33;0.26;13.0;0.049;54.0;188.0;0.9984;3.06;0.68;9.5;5.0;White
7.4;0.33;0.26;13.0;0.049;54.0;188.0;0.9984;3.06;0.68;9.5;5.0;White
6.6;0.41;0.24;4.9;0.086;47.0;144.0;0.99471;3.17;0.49;9.4;5.0;White
6.7;0.43;0.23;5.0;0.086;49.0;145.0;0.99471;3.17;0.49;9.4;5.0;White
7.4;0.33;0.26;13.0;0.049;54.0;188.0;0.9984;3.06;0.68;9.5;5.0;White
7.3;0.4;0.28;6.5;0.037000000000000005;26.0;97.0;0.99148;3.16;0.58;12.3;7.0;White
7.4;0.18;0.24;1.4;0.047;21.0;106.0;0.99383;3.42;0.64;10.5;7.0;White
8.6;0.18;0.28;2.7;0.047;38.0;150.0;0.99365;3.1;0.56;10.8;6.0;White
6.5;0.32;0.23;1.3;0.054000000000000006;39.0;188.0;0.99272;3.18;0.46;9.9;6.0;White
7.3;0.4;0.28;6.5;0.037000000000000005;26.0;97.0;0.99148;3.16;0.58;12.3;7.0;White
7.0;0.32;0.31;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;12.2;7.0;White
7.5;0.42;0.19;6.9;0.041;54.0;150.0;0.99508;3.23;0.37;10.0;6.0;White
6.9;0.28;0.31;7.2;0.04;47.0;168.0;0.9946;3.29;0.57;10.6;7.0;White
6.5;0.29;0.42;10.6;0.042;54.0;188.0;0.99674;3.24;0.53;9.5;6.0;White
6.3;0.41;0.18;3.5;0.031;23.0;109.0;0.9906699999999999;3.34;0.54;12.3;7.0;White
7.0;0.32;0.31;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;12.2;7.0;White
7.3;0.3;0.33;2.3;0.043;28.0;125.0;0.99084;3.34;0.44;12.3;7.0;White
6.6;0.22;0.28;12.05;0.058;25.0;125.0;0.9984;3.42;0.45;9.4;5.0;White
6.0;0.26;0.18;7.0;0.055;50.0;188.0;0.99591;3.21;0.43;9.1;5.0;White
6.9;0.44;0.18;11.8;0.051;26.0;126.0;0.9975;3.23;0.48;9.1;5.0;White
7.5;0.42;0.2;1.4;0.06;15.0;168.0;0.9944;3.06;0.4;9.4;6.0;White
7.0;0.36;0.3;5.0;0.04;40.0;143.0;0.99173;3.33;0.42;12.2;7.0;White
6.0;0.295;0.2;2.2;0.049;18.0;134.0;0.99378;3.21;0.68;10.0;5.0;White
6.8;0.21;0.49;13.0;0.053;34.0;159.0;0.99805;3.02;0.44;9.2;5.0;White
8.8;0.28;0.3;1.6;0.045;36.0;139.0;0.99534;3.11;0.49;9.3;5.0;White
8.1;0.28;0.34;1.3;0.035;11.0;126.0;0.99232;3.14;0.5;9.8;6.0;White
6.8;0.21;0.49;13.0;0.053;34.0;159.0;0.99805;3.02;0.44;9.2;5.0;White
7.0;0.22;0.26;2.8;0.036000000000000004;44.0;132.0;0.99078;3.34;0.41;12.0;7.0;White
8.8;0.28;0.3;1.6;0.045;36.0;139.0;0.99534;3.11;0.49;9.3;5.0;White
6.8;0.32;0.3;3.3;0.031;15.0;80.0;0.9906699999999999;3.33;0.63;12.3;7.0;White
7.0;0.19;0.33;6.3;0.032;42.0;127.0;0.99182;3.31;0.38;12.2;6.0;White
7.7;0.42;0.38;8.1;0.061;49.0;144.0;0.9966;3.4;0.58;11.0;6.0;White
7.4;0.2;0.31;1.6;0.038;34.0;116.0;0.9912;3.25;0.39;12.0;7.0;White
7.5;0.24;0.49;10.6;0.045;51.0;153.0;0.99779;3.16;0.44;9.1;5.0;White
7.5;0.26;0.49;11.8;0.046;54.0;164.0;0.99814;3.17;0.46;9.1;5.0;White
6.6;0.4;0.32;1.7;0.035;39.0;84.0;0.99096;3.42;0.48;12.3;7.0;White
8.0;0.2;0.3;8.1;0.037000000000000005;42.0;130.0;0.99379;3.1;0.67;11.8;6.0;White
6.0;0.445;0.14;1.4;0.053;11.0;178.0;0.99426;3.42;0.55;10.2;5.0;White
6.1;0.41;0.14;1.3;0.036000000000000004;23.0;121.0;0.99228;3.24;0.61;9.9;6.0;White
7.6;0.2;0.34;1.8;0.041;42.0;148.0;0.99335;3.35;0.66;11.1;6.0;White
6.9;0.3;0.21;7.2;0.045;54.0;188.0;0.99595;3.22;0.48;9.4;5.0;White
7.0;0.35;0.17;1.3;0.049;9.0;119.0;0.99297;3.13;0.37;9.7;6.0;White
6.9;0.35;0.49;11.95;0.038;22.0;111.0;0.99687;3.11;0.37;9.7;5.0;White
7.0;0.35;0.17;1.3;0.049;9.0;119.0;0.99297;3.13;0.37;9.7;6.0;White
6.9;0.35;0.49;11.95;0.038;22.0;111.0;0.99687;3.11;0.37;9.7;5.0;White
7.6;0.3;0.4;2.2;0.054000000000000006;29.0;175.0;0.99445;3.19;0.53;9.8;5.0;White
7.5;0.38;0.29;12.7;0.05;25.0;188.0;0.9984;3.25;0.59;9.3;6.0;White
7.5;0.3;0.32;1.4;0.032;31.0;161.0;0.99154;3.02;0.42;10.5;5.0;White
6.3;0.4;0.32;10.6;0.049;38.0;188.0;0.9981;3.42;0.59;9.3;6.0;White
6.8;0.37;0.28;1.9;0.031;54.0;106.0;0.9906699999999999;3.42;0.6;12.3;7.0;White
7.5;0.23;0.35;13.0;0.058;54.0;188.0;0.9984;3.42;0.43;9.1;5.0;White
8.3;0.27;0.34;10.2;0.048;50.0;118.0;0.99716;3.18;0.51;10.3;5.0;White
6.8;0.26;0.22;4.8;0.041;54.0;188.0;0.99437;3.29;0.67;10.6;5.0;White
6.5;0.28;0.35;9.8;0.067;54.0;180.0;0.9972;3.15;0.57;9.1;5.0;White
7.2;0.34;0.3;8.4;0.051;40.0;167.0;0.99756;3.42;0.62;9.7;5.0;White
7.0;0.23;0.26;7.2;0.041;21.0;90.0;0.99509;3.22;0.55;9.5;6.0;White
7.7;0.29;0.29;4.8;0.06;27.0;156.0;0.99572;3.42;0.59;10.3;6.0;White
7.2;0.34;0.3;8.4;0.051;40.0;167.0;0.99756;3.42;0.62;9.7;5.0;White
7.7;0.4;0.27;4.5;0.034;27.0;95.0;0.99175;3.21;0.59;12.3;7.0;White
6.7;0.18;0.27;1.4;0.032;39.0;149.0;0.99254;3.4;0.52;10.5;5.0;White
7.0;0.23;0.26;7.2;0.041;21.0;90.0;0.99509;3.22;0.55;9.5;6.0;White
8.1;0.24;0.26;11.0;0.043;41.0;188.0;0.99676;3.11;0.49;10.0;6.0;White
7.7;0.28;0.49;11.1;0.039;54.0;179.0;0.9979;3.08;0.44;9.1;5.0;White
7.5;0.23;0.29;2.6;0.031;24.0;98.0;0.99194;3.02;0.54;10.9;6.0;White
8.3;0.26;0.31;2.0;0.031;14.0;141.0;0.99077;3.02;0.72;12.2;6.0;White
7.9;0.46;0.4;10.1;0.086;19.0;184.0;0.99782;3.06;0.62;9.5;5.0;White
7.9;0.31;0.22;13.0;0.048;46.0;188.0;0.9984;3.42;0.59;10.0;5.0;White
7.9;0.25;0.34;11.4;0.04;53.0;188.0;0.99708;3.11;0.57;9.6;6.0;White
6.1;0.28;0.16;1.3;0.06;36.0;126.0;0.99353;3.13;0.46;9.1;6.0;White
7.0;0.18;0.26;1.4;0.044;46.0;89.0;0.99256;3.39;0.48;10.7;7.0;White
6.5;0.21;0.28;1.4;0.046;26.0;66.0;0.99199;3.42;0.48;11.1;6.0;White
7.6;0.48;0.33;7.0;0.031;14.0;130.0;0.9918;3.25;0.45;12.3;7.0;White
7.1;0.34;0.32;2.0;0.051;29.0;130.0;0.99354;3.3;0.5;10.4;6.0;White
8.8;0.21;0.37;1.3;0.031;20.0;93.0;0.99244;3.2;0.37;11.5;5.0;White
7.4;0.32;0.27;12.9;0.04;54.0;188.0;0.99831;3.05;0.66;9.4;5.0;White
6.0;0.495;0.27;5.0;0.086;17.0;129.0;0.99396;3.03;0.37;9.3;5.0;White
8.1;0.25;0.34;10.1;0.05;30.0;121.0;0.99724;3.17;0.49;10.1;6.0;White
8.2;0.25;0.46;3.75;0.05;14.0;102.0;0.99524;3.28;0.58;9.7;5.0;White
6.5;0.18;0.29;1.7;0.035;39.0;144.0;0.9927;3.42;0.5;10.5;6.0;White
6.7;0.24;0.26;12.6;0.053;44.0;182.0;0.99802;3.42;0.42;9.7;5.0;White
6.6;0.32;0.24;1.3;0.06;42.5;188.0;0.99512;3.42;0.51;9.2;5.0;White
7.6;0.32;0.35;1.6;0.086;24.0;138.0;0.99438;3.19;0.44;9.8;5.0;White
